ID,X,Y,OLIVE_VARIETY
712,-6.167276026,37.43188813,Vrd
713,-6.507276027,37.24188813,Vrd
714,-6.357276027,37.27188813,Vrd
715,-6.457276027,37.28188813,Vrd
716,-6.147276027,37.43188813,Vrd
717,-7.047276027,37.38188813,Vrd
718,-6.697276026,37.42188813,Vrd
719,-6.697276026,37.30188813,Vrd
720,-6.447276027,37.42188813,Vrd
721,-6.407276027,37.37188813,Vrd
722,-7.097276026,37.42188813,Vrd
723,-6.277276027,37.35188813,Vrd
724,-6.187276027,37.41188813,Vrd
725,-6.287276026,37.24188813,Vrd
726,-6.267276027,37.37188813,Vrd
727,-6.507276027,37.38188813,Vrd
728,-7.137276027,37.56188813,Vrd
729,-6.697276026,37.43188813,Vrd
730,-6.777276027,37.43188813,Vrd
731,-6.667276026,37.31188813,Vrd
732,-6.817276027,37.36188813,Vrd
733,-6.987276027,37.38188813,Vrd
734,-6.317276027,37.26188813,Vrd
735,-6.687276027,37.42188813,Vrd
736,-6.327276027,37.29188813,Vrd
737,-7.087276027,37.45188813,Vrd
738,-6.547276027,37.38188813,Vrd
739,-6.407276027,37.48188813,Vrd
740,-6.677276027,37.41188813,Vrd
741,-6.507276027,37.29188813,Vrd
742,-6.447276027,37.29188813,Vrd
743,-6.407276027,37.33188813,Vrd
744,-6.637276027,37.40188813,Vrd
745,-6.507276027,37.34188813,Vrd
746,-6.847276026,37.38188813,Vrd
747,-6.387276026,37.35188813,Vrd
748,-6.357276027,37.49188813,Vrd
749,-6.647276026,37.34188813,Vrd
750,-7.237276026,37.76188813,Vrd
751,-6.517276026,37.25188813,Vrd
752,-6.697276026,37.36188813,Vrd
753,-6.407276027,37.39188813,Vrd
754,-6.687276027,37.43188813,Vrd
755,-7.247276026,37.74188813,Vrd
756,-6.367276027,37.30188813,Vrd
757,-6.447276027,37.47188813,Vrd
758,-6.447276027,37.46188813,Vrd
759,-7.287276026,37.33188813,Vrd
760,-6.567276026,37.33188813,Vrd
761,-6.437276026,37.49188813,Vrd
762,-6.697276026,37.49188813,Vrd
763,-6.287276026,37.22188813,Vrd
764,-6.757276026,37.44188813,Vrd
765,-6.767276027,37.29188813,Vrd
766,-6.527276026,37.38188813,Vrd
767,-6.847276026,37.40188813,Vrd
768,-6.827276026,37.35188813,Vrd
769,-6.547276027,37.40188813,Vrd
770,-6.987276027,37.35188813,Vrd
771,-6.447276027,37.36188813,Vrd
772,-6.277276027,37.34188813,Vrd
773,-6.517276026,37.39188813,Vrd
774,-6.727276027,37.38188813,Vrd
775,-6.647276026,37.36188813,Vrd
776,-7.227276027,37.75188813,Vrd
777,-7.117276026,37.44188813,Vrd
778,-6.457276027,37.41188813,Vrd
779,-6.637276027,37.36188813,Vrd
780,-6.527276026,37.32188813,Vrd
781,-6.797276026,37.36188813,Vrd
782,-6.557276026,37.30188813,Vrd
783,-6.367276027,37.25188813,Vrd
784,-6.697276026,37.32188813,Vrd
785,-6.537276027,37.36188813,Vrd
786,-6.527276026,37.34188813,Vrd
787,-7.017276026,37.36188813,Vrd
788,-6.497276027,37.31188813,Vrd
789,-6.407276027,37.40188813,Vrd
790,-6.517276026,37.33188813,Vrd
791,-6.527276026,37.36188813,Vrd
792,-7.287276026,37.31188813,Vrd
793,-7.017276026,37.38188813,Vrd
794,-6.657276026,37.36188813,Vrd
795,-6.827276026,37.40188813,Vrd
796,-6.687276027,37.36188813,Vrd
797,-6.557276026,37.34188813,Vrd
798,-6.857276027,37.41188813,Vrd
799,-7.147276026,37.42188813,Vrd
800,-6.727276027,37.39188813,Vrd
